#SRCNAME|DSTNAME|METRIC=VALUE,METRIC=VALUE,...
azure.westus|gcp.europe-west8|cost=72.00,delay=162.37
azure.westus|gcp.europe-west9|cost=72.00,delay=146.63
azure.westus|gcp.me-central1|cost=72.00,delay=258.97
azure.westus|gcp.me-west1|cost=72.00,delay=194.29
azure.westus|gcp.asia-east1|cost=72.00,delay=152.47
azure.westus|gcp.asia-east2|cost=72.00,delay=152.56
azure.westus|gcp.asia-northeast1|cost=72.00,delay=107.74
azure.westus|gcp.asia-northeast2|cost=72.00,delay=114.66
azure.westus|gcp.asia-northeast3|cost=72.00,delay=132.07
azure.westus|gcp.asia-south1|cost=72.00,delay=231.07
azure.westus|gcp.asia-south2|cost=72.00,delay=246.25
azure.westus|gcp.asia-southeast1|cost=72.00,delay=172.51
azure.westus|gcp.asia-southeast2|cost=72.00,delay=185.09
azure.westus|gcp.australia-southeast1|cost=72.00,delay=142.71
azure.westus|gcp.australia-southeast2|cost=72.00,delay=154.35
azure.westus|azure.eastus|cost=19.90,delay=64.51
azure.westus|azure.eastus2|cost=19.90,delay=59.73
azure.westus|azure.southcentralus|cost=19.90,delay=33.95
azure.westus|azure.westus2|cost=19.90,delay=22.49
azure.westus|azure.westus3|cost=19.90,delay=16.92
azure.westus|azure.australiaeast|cost=49.75,delay=138.44
azure.westus|azure.southeastasia|cost=49.75,delay=169.15
azure.westus|azure.northeurope|cost=49.75,delay=131.79
azure.westus|azure.swedencentral|cost=49.75,delay=170.75
azure.westus|azure.uksouth|cost=49.75,delay=135.06
azure.westus|azure.westeurope|cost=49.75,delay=142.07
azure.westus|azure.centralus|cost=19.90,delay=39.14
azure.westus|azure.southafricanorth|cost=49.75,delay=309.89
azure.westus|azure.centralindia|cost=49.75,delay=220.17
azure.westus|azure.eastasia|cost=49.75,delay=148.68
azure.westus|azure.japaneast|cost=49.75,delay=106.80
azure.westus|azure.koreacentral|cost=49.75,delay=129.30
azure.westus|azure.canadacentral|cost=19.90,delay=63.44
azure.westus|azure.francecentral|cost=49.75,delay=140.17
azure.westus|azure.germanywestcentral|cost=49.75,delay=146.73
azure.westus|azure.norwayeast|cost=49.75,delay=159.29
azure.westus|azure.polandcentral|cost=49.75,delay=171.04
azure.westus|azure.switzerlandnorth|cost=49.75,delay=152.89
azure.westus|azure.uaenorth|cost=49.75,delay=258.58
azure.westus|azure.brazilsouth|cost=49.75,delay=173.03
azure.westus|azure.qatarcentral|cost=49.75,delay=263.68
azure.westus|azure.northcentralus|cost=19.90,delay=48.90
azure.westus|azure.westcentralus|cost=19.90,delay=24.67
azure.westus|azure.australiacentral|cost=49.75,delay=143.32
azure.westus|azure.australiasoutheast|cost=49.75,delay=150.15
azure.westus|azure.japanwest|cost=49.75,delay=113.42
azure.westus|azure.koreasouth|cost=49.75,delay=125.95
azure.westus|azure.southindia|cost=49.75,delay=201.18
azure.westus|azure.canadaeast|cost=19.90,delay=68.47
azure.westus|azure.ukwest|cost=49.75,delay=138.02
azure.westcentralus|aws.us-east-1|cost=72.00,delay=45.17
azure.westcentralus|aws.us-east-2|cost=72.00,delay=52.48
azure.westcentralus|aws.us-west-1|cost=72.00,delay=29.05
azure.westcentralus|aws.us-west-2|cost=72.00,delay=40.76
azure.westcentralus|aws.ap-south-1|cost=72.00,delay=243.31
azure.westcentralus|aws.ap-northeast-3|cost=72.00,delay=130.12
azure.westcentralus|aws.ap-northeast-2|cost=72.00,delay=151.05
azure.westcentralus|aws.ap-southeast-1|cost=72.00,delay=188.78
azure.westcentralus|aws.ap-southeast-2|cost=72.00,delay=165.78
azure.westcentralus|aws.ap-northeast-1|cost=72.00,delay=124.27
azure.westcentralus|aws.ca-central-1|cost=72.00,delay=60.28
azure.westcentralus|aws.eu-central-1|cost=72.00,delay=134.54
azure.westcentralus|aws.eu-west-1|cost=72.00,delay=113.45
azure.westcentralus|aws.eu-west-2|cost=72.00,delay=123.87
azure.westcentralus|aws.eu-west-3|cost=72.00,delay=128.01
azure.westcentralus|aws.eu-north-1|cost=72.00,delay=152.04
azure.westcentralus|aws.sa-east-1|cost=72.00,delay=166.68
azure.westcentralus|gcp.northamerica-northeast1|cost=72.00,delay=53.64
azure.westcentralus|gcp.northamerica-northeast2|cost=72.00,delay=53.99
azure.westcentralus|gcp.southamerica-east1|cost=72.00,delay=163.69
azure.westcentralus|gcp.southamerica-west1|cost=72.00,delay=133.86
azure.westcentralus|gcp.us-central1|cost=72.00,delay=34.55
azure.westcentralus|gcp.us-east1|cost=72.00,delay=55.84
azure.westcentralus|gcp.us-east4|cost=72.00,delay=49.30
azure.westcentralus|gcp.us-east5|cost=72.00,delay=55.00
azure.westcentralus|gcp.us-south1|cost=72.00,delay=32.15
azure.westcentralus|gcp.us-west1|cost=72.00,delay=35.57
azure.westcentralus|gcp.us-west2|cost=72.00,delay=23.73
azure.westcentralus|gcp.us-west3|cost=72.00,delay=11.14
azure.westcentralus|gcp.us-west4|cost=72.00,delay=24.97
azure.westcentralus|gcp.europe-central2|cost=72.00,delay=150.19
azure.westcentralus|gcp.europe-north1|cost=72.00,delay=154.58
azure.westcentralus|gcp.europe-southwest1|cost=72.00,delay=137.81
azure.westcentralus|gcp.europe-west1|cost=72.00,delay=130.13
azure.westcentralus|gcp.europe-west12|cost=72.00,delay=143.59
azure.westcentralus|gcp.europe-west2|cost=72.00,delay=123.36
azure.westcentralus|gcp.europe-west3|cost=72.00,delay=135.88
azure.westcentralus|gcp.europe-west4|cost=72.00,delay=34.82
azure.westcentralus|gcp.europe-west6|cost=72.00,delay=141.50
azure.westcentralus|gcp.europe-west8|cost=72.00,delay=145.09
azure.westcentralus|gcp.europe-west9|cost=72.00,delay=129.37
azure.westcentralus|gcp.me-central1|cost=72.00,delay=241.55
azure.westcentralus|gcp.me-west1|cost=72.00,delay=176.75
azure.westcentralus|gcp.asia-east1|cost=72.00,delay=166.53
azure.westcentralus|gcp.asia-east2|cost=72.00,delay=166.82
azure.westcentralus|gcp.asia-northeast1|cost=72.00,delay=122.47
azure.westcentralus|gcp.asia-northeast2|cost=72.00,delay=129.50
azure.westcentralus|gcp.asia-northeast3|cost=72.00,delay=147.12
azure.westcentralus|gcp.asia-south1|cost=72.00,delay=247.49
azure.westcentralus|gcp.asia-south2|cost=72.00,delay=259.50
azure.westcentralus|gcp.asia-southeast1|cost=72.00,delay=187.58
azure.westcentralus|gcp.asia-southeast2|cost=72.00,delay=199.15
azure.westcentralus|gcp.australia-southeast1|cost=72.00,delay=161.23
azure.westcentralus|gcp.australia-southeast2|cost=72.00,delay=172.98
azure.westcentralus|azure.eastus|cost=19.90,delay=42.70
azure.westcentralus|azure.eastus2|cost=19.90,delay=43.81
azure.westcentralus|azure.southcentralus|cost=19.90,delay=23.66
azure.westcentralus|azure.westus2|cost=19.90,delay=23.22
azure.westcentralus|azure.westus3|cost=19.90,delay=31.20
azure.westcentralus|azure.australiaeast|cost=49.75,delay=161.50
azure.westcentralus|azure.southeastasia|cost=49.75,delay=183.28
azure.westcentralus|azure.northeurope|cost=49.75,delay=108.26
azure.westcentralus|azure.swedencentral|cost=49.75,delay=149.04
azure.westcentralus|azure.uksouth|cost=49.75,delay=111.58
azure.westcentralus|azure.westeurope|cost=49.75,delay=118.22
azure.westcentralus|azure.centralus|cost=19.90,delay=15.86
azure.westcentralus|azure.southafricanorth|cost=49.75,delay=286.21
azure.westcentralus|azure.centralindia|cost=49.75,delay=248.37
azure.westcentralus|azure.eastasia|cost=49.75,delay=161.95
azure.westcentralus|azure.japaneast|cost=49.75,delay=120.36
azure.westcentralus|azure.koreacentral|cost=49.75,delay=143.24
azure.westcentralus|azure.canadacentral|cost=19.90,delay=41.06
azure.westcentralus|azure.francecentral|cost=49.75,delay=116.99
azure.westcentralus|azure.germanywestcentral|cost=49.75,delay=123.84
azure.westcentralus|azure.norwayeast|cost=49.75,delay=135.36
azure.westcentralus|azure.polandcentral|cost=49.75,delay=147.96
azure.westcentralus|azure.switzerlandnorth|cost=49.75,delay=129.49
azure.westcentralus|azure.uaenorth|cost=49.75,delay=235.34
azure.westcentralus|azure.brazilsouth|cost=49.75,delay=160.91
azure.westcentralus|azure.qatarcentral|cost=49.75,delay=240.41
azure.westcentralus|azure.northcentralus|cost=19.90,delay=23.63
azure.westcentralus|azure.westus|cost=19.90,delay=24.73
azure.westcentralus|azure.australiacentral|cost=49.75,delay=166.32
azure.westcentralus|azure.australiasoutheast|cost=49.75,delay=173.23
azure.westcentralus|azure.japanwest|cost=49.75,delay=126.26
azure.westcentralus|azure.koreasouth|cost=49.75,delay=140.39
azure.westcentralus|azure.southindia|cost=49.75,delay=214.93
azure.westcentralus|azure.canadaeast|cost=19.90,delay=51.47
azure.westcentralus|azure.ukwest|cost=49.75,delay=115.22
azure.australiacentral|aws.us-east-1|cost=99.00,delay=210.49
azure.australiacentral|aws.us-east-2|cost=99.00,delay=212.90
azure.australiacentral|aws.us-west-1|cost=99.00,delay=144.20
azure.australiacentral|aws.us-west-2|cost=99.00,delay=162.68
azure.australiacentral|aws.ap-south-1|cost=99.00,delay=147.50
azure.australiacentral|aws.ap-northeast-3|cost=99.00,delay=151.91
azure.australiacentral|aws.ap-northeast-2|cost=99.00,delay=160.14
azure.australiacentral|aws.ap-southeast-1|cost=99.00,delay=93.91
azure.australiacentral|aws.ap-southeast-2|cost=99.00,delay=7.78
azure.australiacentral|aws.ap-northeast-1|cost=99.00,delay=151.01
azure.australiacentral|aws.ca-central-1|cost=99.00,delay=215.84
azure.australiacentral|aws.eu-central-1|cost=99.00,delay=261.43
azure.australiacentral|aws.eu-west-1|cost=99.00,delay=271.00
azure.australiacentral|aws.eu-west-2|cost=99.00,delay=262.84
azure.australiacentral|aws.eu-west-3|cost=99.00,delay=255.29
azure.australiacentral|aws.eu-north-1|cost=99.00,delay=282.41
azure.australiacentral|aws.sa-east-1|cost=99.00,delay=319.53
azure.australiacentral|gcp.northamerica-northeast1|cost=99.00,delay=205.33
azure.australiacentral|gcp.northamerica-northeast2|cost=99.00,delay=205.83
azure.australiacentral|gcp.southamerica-east1|cost=99.00,delay=306.61
azure.australiacentral|gcp.southamerica-west1|cost=99.00,delay=269.83
azure.australiacentral|gcp.us-central1|cost=99.00,delay=192.66
azure.australiacentral|gcp.us-east1|cost=99.00,delay=204.17
azure.australiacentral|gcp.us-east4|cost=99.00,delay=205.76
azure.australiacentral|gcp.us-east5|cost=99.00,delay=208.76
azure.australiacentral|gcp.us-south1|cost=99.00,delay=179.53
azure.australiacentral|gcp.us-west1|cost=99.00,delay=155.05
azure.australiacentral|gcp.us-west2|cost=99.00,delay=147.28
azure.australiacentral|gcp.us-west3|cost=99.00,delay=159.96
azure.australiacentral|gcp.us-west4|cost=99.00,delay=153.22
azure.australiacentral|gcp.europe-central2|cost=99.00,delay=277.74
azure.australiacentral|gcp.europe-north1|cost=99.00,delay=284.96
azure.australiacentral|gcp.europe-southwest1|cost=99.00,delay=270.29
azure.australiacentral|gcp.europe-west1|cost=99.00,delay=262.94
azure.australiacentral|gcp.europe-west12|cost=99.00,delay=260.28
azure.australiacentral|gcp.europe-west2|cost=99.00,delay=255.97
azure.australiacentral|gcp.europe-west3|cost=99.00,delay=263.69
azure.australiacentral|gcp.europe-west4|cost=99.00,delay=193.65
azure.australiacentral|gcp.europe-west6|cost=99.00,delay=263.46
azure.australiacentral|gcp.europe-west8|cost=99.00,delay=266.98
azure.australiacentral|gcp.europe-west9|cost=99.00,delay=262.15
azure.australiacentral|gcp.me-central1|cost=99.00,delay=266.04
azure.australiacentral|gcp.me-west1|cost=99.00,delay=262.73
azure.australiacentral|gcp.asia-east1|cost=99.00,delay=139.05
azure.australiacentral|gcp.asia-east2|cost=99.00,delay=131.99
azure.australiacentral|gcp.asia-northeast1|cost=99.00,delay=120.57
azure.australiacentral|gcp.asia-northeast2|cost=99.00,delay=123.65
azure.australiacentral|gcp.asia-northeast3|cost=99.00,delay=142.01
azure.australiacentral|gcp.asia-south1|cost=99.00,delay=155.07
azure.australiacentral|gcp.asia-south2|cost=99.00,delay=167.67
azure.australiacentral|gcp.asia-southeast1|cost=99.00,delay=96.77
azure.australiacentral|gcp.asia-southeast2|cost=99.00,delay=109.79
azure.australiacentral|gcp.australia-southeast1|cost=99.00,delay=8.23
azure.australiacentral|gcp.australia-southeast2|cost=99.00,delay=20.47
azure.australiacentral|azure.eastus|cost=79.60,delay=210.03
azure.australiacentral|azure.eastus2|cost=79.60,delay=205.04
azure.australiacentral|azure.southcentralus|cost=79.60,delay=176.08
azure.australiacentral|azure.westus2|cost=79.60,delay=163.64
azure.australiacentral|azure.westus3|cost=79.60,delay=158.42
azure.australiacentral|azure.australiaeast|cost=79.60,delay=7.69
azure.australiacentral|azure.southeastasia|cost=79.60,delay=93.98
azure.australiacentral|azure.northeurope|cost=79.60,delay=250.23
azure.australiacentral|azure.swedencentral|cost=79.60,delay=263.22
azure.australiacentral|azure.uksouth|cost=79.60,delay=241.55
azure.australiacentral|azure.westeurope|cost=79.60,delay=244.11
azure.australiacentral|azure.centralus|cost=79.60,delay=181.11
azure.australiacentral|azure.southafricanorth|cost=79.60,delay=383.29
azure.australiacentral|azure.centralindia|cost=79.60,delay=143.43
azure.australiacentral|azure.eastasia|cost=79.60,delay=126.72
azure.australiacentral|azure.japaneast|cost=79.60,delay=127.27
azure.australiacentral|azure.koreacentral|cost=79.60,delay=152.09
azure.australiacentral|azure.canadacentral|cost=79.60,delay=200.38
azure.australiacentral|azure.francecentral|cost=79.60,delay=235.97
azure.australiacentral|azure.germanywestcentral|cost=79.60,delay=242.58
azure.australiacentral|azure.norwayeast|cost=79.60,delay=262.61
azure.australiacentral|azure.polandcentral|cost=79.60,delay=258.80
azure.australiacentral|azure.switzerlandnorth|cost=79.60,delay=236.60
azure.australiacentral|azure.uaenorth|cost=79.60,delay=165.68
azure.australiacentral|azure.brazilsouth|cost=79.60,delay=317.52
azure.australiacentral|azure.qatarcentral|cost=79.60,delay=184.46
azure.australiacentral|azure.northcentralus|cost=79.60,delay=193.88
azure.australiacentral|azure.westus|cost=79.60,delay=143.27
azure.australiacentral|azure.westcentralus|cost=79.60,delay=166.37
azure.australiacentral|azure.australiasoutheast|cost=79.60,delay=13.82
azure.australiacentral|azure.japanwest|cost=79.60,delay=134.18
azure.australiacentral|azure.koreasouth|cost=79.60,delay=143.77
azure.australiacentral|azure.southindia|cost=79.60,delay=127.27
azure.australiacentral|azure.canadaeast|cost=79.60,delay=209.43
azure.australiacentral|azure.ukwest|cost=79.60,delay=245.41
azure.australiasoutheast|aws.us-east-1|cost=99.00,delay=217.68
azure.australiasoutheast|aws.us-east-2|cost=99.00,delay=219.09
azure.australiasoutheast|aws.us-west-1|cost=99.00,delay=151.11
azure.australiasoutheast|aws.us-west-2|cost=99.00,delay=169.51
azure.australiasoutheast|aws.ap-south-1|cost=99.00,delay=136.78
azure.australiasoutheast|aws.ap-northeast-3|cost=99.00,delay=150.47
azure.australiasoutheast|aws.ap-northeast-2|cost=99.00,delay=157.24
azure.australiasoutheast|aws.ap-southeast-1|cost=99.00,delay=84.72
azure.australiasoutheast|aws.ap-southeast-2|cost=99.00,delay=14.39
azure.australiasoutheast|aws.ap-northeast-1|cost=99.00,delay=150.06
azure.australiasoutheast|aws.ca-central-1|cost=99.00,delay=222.68
azure.australiasoutheast|aws.eu-central-1|cost=99.00,delay=253.54
azure.australiasoutheast|aws.eu-west-1|cost=99.00,delay=263.72
azure.australiasoutheast|aws.eu-west-2|cost=99.00,delay=255.70
azure.australiasoutheast|aws.eu-west-3|cost=99.00,delay=248.00
azure.australiasoutheast|aws.eu-north-1|cost=99.00,delay=274.62
azure.australiasoutheast|aws.sa-east-1|cost=99.00,delay=326.89
azure.australiasoutheast|gcp.northamerica-northeast1|cost=99.00,delay=211.66
azure.australiasoutheast|gcp.northamerica-northeast2|cost=99.00,delay=212.35
azure.australiasoutheast|gcp.southamerica-east1|cost=99.00,delay=313.61
azure.australiasoutheast|gcp.southamerica-west1|cost=99.00,delay=276.83
azure.australiasoutheast|gcp.us-central1|cost=99.00,delay=198.25
azure.australiasoutheast|gcp.us-east1|cost=99.00,delay=215.76
azure.australiasoutheast|gcp.us-east4|cost=99.00,delay=211.92
azure.australiasoutheast|gcp.us-east5|cost=99.00,delay=217.01
azure.australiasoutheast|gcp.us-south1|cost=99.00,delay=186.29
azure.australiasoutheast|gcp.us-west1|cost=99.00,delay=161.56
azure.australiasoutheast|gcp.us-west2|cost=99.00,delay=153.68
azure.australiasoutheast|gcp.us-west3|cost=99.00,delay=166.61
azure.australiasoutheast|gcp.us-west4|cost=99.00,delay=160.06
azure.australiasoutheast|gcp.europe-central2|cost=99.00,delay=277.16
azure.australiasoutheast|gcp.europe-north1|cost=99.00,delay=284.29
azure.australiasoutheast|gcp.europe-southwest1|cost=99.00,delay=270.23
azure.australiasoutheast|gcp.europe-west1|cost=99.00,delay=262.54
azure.australiasoutheast|gcp.europe-west12|cost=99.00,delay=260.73
azure.australiasoutheast|gcp.europe-west2|cost=99.00,delay=255.89
azure.australiasoutheast|gcp.europe-west3|cost=99.00,delay=262.88
azure.australiasoutheast|gcp.europe-west4|cost=99.00,delay=198.69
azure.australiasoutheast|gcp.europe-west6|cost=99.00,delay=263.39
azure.australiasoutheast|gcp.europe-west8|cost=99.00,delay=266.69
azure.australiasoutheast|gcp.europe-west9|cost=99.00,delay=261.99
azure.australiasoutheast|gcp.me-central1|cost=99.00,delay=265.82
azure.australiasoutheast|gcp.me-west1|cost=99.00,delay=262.62
azure.australiasoutheast|gcp.asia-east1|cost=99.00,delay=137.51
azure.australiasoutheast|gcp.asia-east2|cost=99.00,delay=130.63
azure.australiasoutheast|gcp.asia-northeast1|cost=99.00,delay=126.80
azure.australiasoutheast|gcp.asia-northeast2|cost=99.00,delay=130.35
azure.australiasoutheast|gcp.asia-northeast3|cost=99.00,delay=148.68
azure.australiasoutheast|gcp.asia-south1|cost=99.00,delay=151.90
azure.australiasoutheast|gcp.asia-south2|cost=99.00,delay=165.85
azure.australiasoutheast|gcp.asia-southeast1|cost=99.00,delay=95.68
azure.australiasoutheast|gcp.asia-southeast2|cost=99.00,delay=108.29
azure.australiasoutheast|gcp.australia-southeast1|cost=99.00,delay=14.75
azure.australiasoutheast|gcp.australia-southeast2|cost=99.00,delay=26.77
azure.australiasoutheast|azure.eastus|cost=79.60,delay=211.48
azure.australiasoutheast|azure.eastus2|cost=79.60,delay=208.44
azure.australiasoutheast|azure.southcentralus|cost=79.60,delay=182.76
azure.australiasoutheast|azure.westus2|cost=79.60,delay=170.98
azure.australiasoutheast|azure.westus3|cost=79.60,delay=165.94
azure.australiasoutheast|azure.australiaeast|cost=79.60,delay=14.36
azure.australiasoutheast|azure.southeastasia|cost=79.60,delay=83.83
azure.australiasoutheast|azure.northeurope|cost=79.60,delay=243.08
azure.australiasoutheast|azure.swedencentral|cost=79.60,delay=254.28
azure.australiasoutheast|azure.uksouth|cost=79.60,delay=234.02
azure.australiasoutheast|azure.westeurope|cost=79.60,delay=236.43
azure.australiasoutheast|azure.centralus|cost=79.60,delay=187.25
azure.australiasoutheast|azure.southafricanorth|cost=79.60,delay=376.10
azure.australiasoutheast|azure.centralindia|cost=79.60,delay=132.90
azure.australiasoutheast|azure.eastasia|cost=79.60,delay=116.26
azure.australiasoutheast|azure.japaneast|cost=79.60,delay=113.51
azure.australiasoutheast|azure.koreacentral|cost=79.60,delay=139.97
azure.australiasoutheast|azure.canadacentral|cost=79.60,delay=207.04
azure.australiasoutheast|azure.francecentral|cost=79.60,delay=228.42
azure.australiasoutheast|azure.germanywestcentral|cost=79.60,delay=233.53
azure.australiasoutheast|azure.norwayeast|cost=79.60,delay=254.03
azure.australiasoutheast|azure.polandcentral|cost=79.60,delay=249.88
azure.australiasoutheast|azure.switzerlandnorth|cost=79.60,delay=229.21
azure.australiasoutheast|azure.uaenorth|cost=79.60,delay=159.43
azure.australiasoutheast|azure.brazilsouth|cost=79.60,delay=323.09
azure.australiasoutheast|azure.qatarcentral|cost=79.60,delay=172.60
azure.australiasoutheast|azure.northcentralus|cost=79.60,delay=196.72
azure.australiasoutheast|azure.westus|cost=79.60,delay=150.06
azure.australiasoutheast|azure.westcentralus|cost=79.60,delay=173.20
azure.australiasoutheast|azure.australiacentral|cost=79.60,delay=13.91
azure.australiasoutheast|azure.japanwest|cost=79.60,delay=119.89
azure.australiasoutheast|azure.koreasouth|cost=79.60,delay=149.30
azure.australiasoutheast|azure.southindia|cost=79.60,delay=117.06
azure.australiasoutheast|azure.canadaeast|cost=79.60,delay=216.29
azure.australiasoutheast|azure.ukwest|cost=79.60,delay=236.88
azure.japanwest|aws.us-east-1|cost=99.00,delay=170.03
azure.japanwest|aws.us-east-2|cost=99.00,delay=166.92
azure.japanwest|aws.us-west-1|cost=99.00,delay=113.58
azure.japanwest|aws.us-west-2|cost=99.00,delay=103.31
azure.japanwest|aws.ap-south-1|cost=99.00,delay=138.46
azure.japanwest|aws.ap-northeast-3|cost=99.00,delay=16.69
azure.japanwest|aws.ap-northeast-2|cost=99.00,delay=29.29
azure.japanwest|aws.ap-southeast-1|cost=99.00,delay=77.11
azure.japanwest|aws.ap-southeast-2|cost=99.00,delay=119.79
azure.japanwest|aws.ap-northeast-1|cost=99.00,delay=10.44
azure.japanwest|aws.ca-central-1|cost=99.00,delay=176.02
azure.japanwest|aws.eu-central-1|cost=99.00,delay=248.24
azure.japanwest|aws.eu-west-1|cost=99.00,delay=258.56
azure.japanwest|aws.eu-west-2|cost=99.00,delay=250.90
azure.japanwest|aws.eu-west-3|cost=99.00,delay=242.40
azure.japanwest|aws.eu-north-1|cost=99.00,delay=270.22
azure.japanwest|aws.sa-east-1|cost=99.00,delay=283.56
azure.japanwest|gcp.northamerica-northeast1|cost=99.00,delay=167.35
azure.japanwest|gcp.northamerica-northeast2|cost=99.00,delay=163.44
azure.japanwest|gcp.southamerica-east1|cost=99.00,delay=273.23
azure.japanwest|gcp.southamerica-west1|cost=99.00,delay=230.04
azure.japanwest|gcp.us-central1|cost=99.00,delay=158.75
azure.japanwest|gcp.us-east1|cost=99.00,delay=170.71
azure.japanwest|gcp.us-east4|cost=99.00,delay=159.22
azure.japanwest|gcp.us-east5|cost=99.00,delay=164.65
azure.japanwest|gcp.us-south1|cost=99.00,delay=139.82
azure.japanwest|gcp.us-west1|cost=99.00,delay=103.08
azure.japanwest|gcp.us-west2|cost=99.00,delay=107.25
azure.japanwest|gcp.us-west3|cost=99.00,delay=126.47
azure.japanwest|gcp.us-west4|cost=99.00,delay=113.56
azure.japanwest|gcp.europe-central2|cost=99.00,delay=249.63
azure.japanwest|gcp.europe-north1|cost=99.00,delay=256.73
azure.japanwest|gcp.europe-southwest1|cost=99.00,delay=241.69
azure.japanwest|gcp.europe-west1|cost=99.00,delay=235.09
azure.japanwest|gcp.europe-west12|cost=99.00,delay=232.16
azure.japanwest|gcp.europe-west2|cost=99.00,delay=227.76
azure.japanwest|gcp.europe-west3|cost=99.00,delay=235.45
azure.japanwest|gcp.europe-west4|cost=99.00,delay=158.92
azure.japanwest|gcp.europe-west6|cost=99.00,delay=235.60
azure.japanwest|gcp.europe-west8|cost=99.00,delay=238.97
azure.japanwest|gcp.europe-west9|cost=99.00,delay=234.35
azure.japanwest|gcp.me-central1|cost=99.00,delay=248.75
azure.japanwest|gcp.me-west1|cost=99.00,delay=241.53
azure.japanwest|gcp.asia-east1|cost=99.00,delay=45.66
azure.japanwest|gcp.asia-east2|cost=99.00,delay=45.68
azure.japanwest|gcp.asia-northeast1|cost=99.00,delay=9.94
azure.japanwest|gcp.asia-northeast2|cost=99.00,delay=2.73
azure.japanwest|gcp.asia-northeast3|cost=99.00,delay=25.82
azure.japanwest|gcp.asia-south1|cost=99.00,delay=135.92
azure.japanwest|gcp.asia-south2|cost=99.00,delay=154.06
azure.japanwest|gcp.asia-southeast1|cost=99.00,delay=78.90
azure.japanwest|gcp.asia-southeast2|cost=99.00,delay=91.14
azure.japanwest|gcp.australia-southeast1|cost=99.00,delay=118.14
azure.japanwest|gcp.australia-southeast2|cost=99.00,delay=130.01
azure.japanwest|azure.eastus|cost=79.60,delay=162.50
azure.japanwest|azure.eastus2|cost=79.60,delay=157.66
azure.japanwest|azure.southcentralus|cost=79.60,delay=131.81
azure.japanwest|azure.westus2|cost=79.60,delay=104.94
azure.japanwest|azure.westus3|cost=79.60,delay=114.56
azure.japanwest|azure.australiaeast|cost=79.60,delay=118.99
azure.japanwest|azure.southeastasia|cost=79.60,delay=77.33
azure.japanwest|azure.northeurope|cost=79.60,delay=239.40
azure.japanwest|azure.swedencentral|cost=79.60,delay=250.83
azure.japanwest|azure.uksouth|cost=79.60,delay=230.18
azure.japanwest|azure.westeurope|cost=79.60,delay=231.63
azure.japanwest|azure.centralus|cost=79.60,delay=140.62
azure.japanwest|azure.southafricanorth|cost=79.60,delay=372.36
azure.japanwest|azure.centralindia|cost=79.60,delay=124.60
azure.japanwest|azure.eastasia|cost=79.60,delay=51.58
azure.japanwest|azure.japaneast|cost=79.60,delay=9.62
azure.japanwest|azure.koreacentral|cost=79.60,delay=36.59
azure.japanwest|azure.canadacentral|cost=79.60,delay=160.76
azure.japanwest|azure.francecentral|cost=79.60,delay=224.98
azure.japanwest|azure.germanywestcentral|cost=79.60,delay=230.66
azure.japanwest|azure.norwayeast|cost=79.60,delay=249.78
azure.japanwest|azure.polandcentral|cost=79.60,delay=244.28
azure.japanwest|azure.switzerlandnorth|cost=79.60,delay=225.34
azure.japanwest|azure.uaenorth|cost=79.60,delay=151.84
azure.japanwest|azure.brazilsouth|cost=79.60,delay=285.59
azure.japanwest|azure.qatarcentral|cost=79.60,delay=178.47
azure.japanwest|azure.northcentralus|cost=79.60,delay=147.81
azure.japanwest|azure.westus|cost=79.60,delay=113.49
azure.japanwest|azure.westcentralus|cost=79.60,delay=126.27
azure.japanwest|azure.australiacentral|cost=79.60,delay=134.30
azure.japanwest|azure.australiasoutheast|cost=79.60,delay=119.85
azure.japanwest|azure.koreasouth|cost=79.60,delay=11.45
azure.japanwest|azure.southindia|cost=79.60,delay=110.51
azure.japanwest|azure.canadaeast|cost=79.60,delay=169.24
azure.japanwest|azure.ukwest|cost=79.60,delay=230.90
azure.koreasouth|aws.us-east-1|cost=99.00,delay=182.24
azure.koreasouth|aws.us-east-2|cost=99.00,delay=181.75
azure.koreasouth|aws.us-west-1|cost=99.00,delay=123.19
azure.koreasouth|aws.us-west-2|cost=99.00,delay=113.34
azure.koreasouth|aws.ap-south-1|cost=99.00,delay=122.05
azure.koreasouth|aws.ap-northeast-3|cost=99.00,delay=27.39
azure.koreasouth|aws.ap-northeast-2|cost=99.00,delay=8.45
azure.koreasouth|aws.ap-southeast-1|cost=99.00,delay=70.47
azure.koreasouth|aws.ap-southeast-2|cost=99.00,delay=142.34
azure.koreasouth|aws.ap-northeast-1|cost=99.00,delay=30.00
azure.koreasouth|aws.ca-central-1|cost=99.00,delay=187.59
azure.koreasouth|aws.eu-central-1|cost=99.00,delay=232.63
azure.koreasouth|aws.eu-west-1|cost=99.00,delay=245.72
azure.koreasouth|aws.eu-west-2|cost=99.00,delay=235.04
azure.koreasouth|aws.eu-west-3|cost=99.00,delay=232.37
azure.koreasouth|aws.eu-north-1|cost=99.00,delay=253.82
azure.koreasouth|aws.sa-east-1|cost=99.00,delay=293.29
azure.koreasouth|gcp.northamerica-northeast1|cost=99.00,delay=183.13
azure.koreasouth|gcp.northamerica-northeast2|cost=99.00,delay=183.75
azure.koreasouth|gcp.southamerica-east1|cost=99.00,delay=290.70
azure.koreasouth|gcp.southamerica-west1|cost=99.00,delay=247.88
azure.koreasouth|gcp.us-central1|cost=99.00,delay=175.74
